unique,hex_id,x_meter,y_meter,lv,ln_lv,ID_raw,ID,year,plt_ar,plot_area_raw,cst_ar,use,reg,corner,pot,y,x,f_x,f_y,ln_y,ln_x,pop_dens,nivelaca,estrat,puweight,prweight,slum,waste,flats,condos,dev,mat,det,reintro,mun,west,north,south,east,condo_seg,flat_seg,cod_sen,sen_x,sen_y,cod_adm,pucbd,prcbd,ln_cbd,cbd,cbd_norm,ln_lv,d_mroad,dum_mroad,d_hnach,prox_tmst,prox_bus,pumicro,pugrocerie,puban_res,puparks,puschools,puclinics,pumarkets,pumacro,pujobs,puxl_mal,puxl_groc,puuniv,pucult,puhosp,puxl_sport,prmicro,prgrocerie,prban_res,prparks,prschools,prclinics,prmarkets,prmacro,prjobs,prxl_mal,prxl_groc,pruniv,prcult,prhosp,prxl_sport,micro,groceries,ban_res,parks,schools,clinics,markets,macro,jobs,xl_mal,xl_groc,univ,cult,hosp,xl_sport,int_08,int_15,int_25,int_50,int_75,int_n,nach_08,nach_15,nach_25,nach_50,nach_75,nach_n,pumacssx,prmacssx,macssx,puint_grav,print_grav,int_grav
ob_557,2637,769675.1292,1617254.416,2510.68,7.83,5950,5.95,11,4.86,129.0242021,5.31,1,1,0,3,14.61521,-90.49669,7.516,7.434,2.68,4.51,4.07,8.94,5,0.7,0.3,0,0,9.72,7.78,0,0,0,0,1,0,0,0,0,3,3,sen_2405014,7.5138,7.4176,gc_zon_15,3.7,2.77,0.6,0.8221188,0.8221188,7.83,6.23,road_500m~,5.83,0,0,0,0,0,0,0.02,0,0,0.85,12.02,3.64,2.71,3.4,3.37,2.4,3.33,0.17,0.36,0.09,0.06,0.08,0.26,0.14,0.81,11.2,2.48,1.95,2.56,2.4,1.61,2.2,0.05,0.11,0.03,0.02,0.04,0.08,0,0.84,0.69,0.8,0.91,0.84,0.85,0.94,0.88,3.83,4.3,4.73,6.14,7.07,8.22,0.82,0.81,0.76,0.76,0.74,0.69,0.85,0.83,0.85,6.36,6.19,0.69
ob_314,3959,775649.5156,1608630.21,1461.83,7.29,5203,5.203,10,4.86,129.0242021,5.26,1,1,1,2,14.53671,-90.44217,7.004,7.005,2.68,4.5,2.33,7.44,4,0.93,0.07,0,0,6.68,9.08,0,0,0,0,0,0,0,0,1,3,0,sen_3005034,7.0284,7.0551,frai_1,4.32,3.62,0.5,0.648721271,0.648721271,7.29,6.49,road_500m~,6.19,0,0,0.01,0,0,0.06,0,0,0,0.67,11.01,3.47,3.43,4.36,4.06,3.64,4.42,0.04,0.09,0.01,0.06,0.03,0,0,0.53,9.94,2.48,2.48,3.53,3.33,2.94,3.61,0.01,0.01,0,0.06,0,0,0,0.66,0.25,0.83,0.83,0.61,0.7,0.8,0.59,3.13,3.84,4.85,6.04,6.39,7.7,0.88,0.8,0.77,0.74,0.73,0.67,0.67,0.6,0.67,5.5,5.52,0.3
ob_240,3896,775323.459,1608952.046,1010.23,6.92,4931,4.931,10,5.17,175.9148375,5.53,1,1,0,3,14.53965,-90.44516,7.047,7.045,2.68,4.5,2.39,7.44,4,0.93,0.07,0,0,7.37,9.16,0,0,0,0,0,0,0,0,1,3,0,sen_3005034,7.0284,7.0551,frai_1,4.26,3.55,0.52,0.68202765,0.68202765,6.92,6.12,road_400m,5.65,0,1,0.01,0,0,0.06,0,0,0,0.69,11.11,3.3,3.26,4.29,3.97,3.61,4.36,0.07,0.18,0.03,0.06,0.06,0,0,0.56,10.06,2.3,2.2,3.47,3.26,2.94,3.56,0.02,0.01,0.01,0.06,0,0,0,0.68,0.27,0.86,0.86,0.63,0.73,0.81,0.61,3.63,4.68,5.5,6.36,6.57,7.77,0.76,0.82,0.81,0.82,0.84,0.73,0.7,0.64,0.7,5.62,5.63,0.34
ob_391,3390,773350.1933,1608349.905,982.04,6.89,5423,5.423,10,4.75,115.5842845,5.11,1,1,1,4,14.53441,-90.46352,7.275,6.973,2.68,4.5,2.31,8.21,5,0.93,0.07,0,0,7.78,8.98,0,0,0,0,0,0,0,0,1,3,0,sen_3001053,7.323,7.0665,cat_1,4.34,3.62,0.5,0.648721271,0.648721271,6.89,4.26,road_100m,4.89,0,1,0.04,0,0,0.18,0.02,0,0,0.66,10.96,3.5,3.33,4.37,4.08,3.91,4.43,0.03,0,0.04,0.08,0.05,0,0,0.53,10.06,2.48,2.2,3.53,3.33,3.26,3.61,0.04,0,0.01,0.17,0.02,0,0,0.65,0.24,0.82,0.85,0.61,0.7,0.74,0.58,3.48,4.47,5.13,6,6.34,7.71,0.84,0.83,0.86,0.82,0.79,0.72,0.66,0.6,0.66,5.46,5.57,0.29
ob_1081,1229,763055.9435,1617890.785,3255.97,8.09,8494,8.494,13,5.25,190.5662685,4.92,1,1,0,5,14.62161,-90.55803,7.383,7.412,2.68,4.51,4.14,9.07,5,0.54,0.46,0,0,7.37,6.68,0,1,0,0,1,0,0,0,0,2,0,sen_2304163,7.3763,7.4034,gc_zon_11,3.61,2.8,0.6,0.8221188,0.8221188,8.09,4.53,road_100m,0,0,1,0.13,0.2,0.22,0.06,0.03,0.13,0,0.92,12.11,2.56,1.39,2.94,2.4,2.08,3.26,0.61,0.73,0.31,0.86,0.48,0.79,0.29,0.85,11.26,1.39,1.61,2.4,2.48,1.79,2.48,0.35,0.44,0.26,0.43,0.24,0.43,0,0.89,0.76,0.94,0.95,0.87,0.89,0.94,0.86,4.74,5.6,6.3,7.41,7.87,8.37,0.84,0.85,0.86,0.85,0.84,0.82,0.95,0.91,0.93,6.6,6.46,0.9
ob_1147,3956,775603.1824,1607856.929,1323.3,7.19,8730,8.73,14,6.52,678.5783853,6.3,1,1,0,2,14.52973,-90.44268,7.011,6.905,2.68,4.5,2.36,10.48,5,0.93,0.07,0,0,6.68,8.98,0,0,0,0,0,0,0,0,1,3,0,sen_3005041,7.0036,6.9152,frai_1,4.49,3.64,0.47,0.599994193,0.599994193,7.19,6.44,road_500m~,6.12,0,0,0,0,0,0,0,0,0,0.58,10.61,3.83,3.81,4.51,4.28,4.13,4.57,0.06,0.18,0,0.02,0.02,0.05,0,0.5,9.88,2.56,2.56,3.56,3.37,3.26,3.64,0,0.01,0,0,0,0,0,0.58,0.17,0.76,0.76,0.55,0.63,0.68,0.52,3.34,3.69,4.57,5.7,6.15,7.63,0.87,0.82,0.81,0.8,0.79,0.75,0.59,0.57,0.59,5.09,5.47,0.2
ob_76,1089,762667.6766,1612787.702,925.81,6.83,4308,4.308,8,5.73,307.9692684,5.34,1,0,1,3,14.57555,-90.56214,7.347,7.38,2.68,4.51,4.38,8.61,5,0.89,0.11,0,0,7.37,7.37,0,0,0,0,0,0,0,1,0,1,0,sen_2707031,7.3489,7.3742,nuev_1,4.22,3.22,0.53,0.698932309,0.698932309,6.83,6.6,road_500m~,5.44,0,0,0.06,0.2,0.03,0.06,0,0,0,0.7,11.54,3.91,3.78,3.89,4.01,3.85,3.91,0.01,0,0.01,0.04,0.01,0,0,0.65,10.84,3,2.83,2.77,3.04,2.64,2.89,0.06,0.18,0.03,0.06,0,0,0,0.69,0.43,0.73,0.75,0.76,0.72,0.77,0.76,4.06,4.45,4.68,5.75,6.63,8.15,0.85,0.87,0.84,0.81,0.79,0.76,0.72,0.69,0.71,6.04,6,0.51
ob_764,2164,767367.8032,1613442.959,5432.54,8.6,6948,6.948,12,5.98,395.4403682,5.98,1,1,0,3,14.58101,-90.51848,7.555,7.407,2.68,4.51,4.05,9,5,0.34,0.66,0,0,9.72,7.37,0,0,0,0,1,0,0,0,0,3,3,sen_2404023,7.5492,7.3996,gc_zon_14,3.27,2.12,0.64,0.896480879,0.896480879,8.6,5.53,road_200m,4.43,1,1,0.1,0.2,0.09,0.06,0.02,0.13,0,0.87,12.03,3.04,3.14,3.43,2.83,1.95,3.58,0.34,0.45,0.54,0.1,0.23,0.37,0.14,0.84,11.24,1.95,2.08,2.48,1.61,1.39,2.64,0.26,0.37,0.38,0.09,0.16,0.29,0,0.85,0.72,0.89,0.86,0.83,0.93,0.95,0.82,4.24,4.91,5.49,6.58,7.29,8.33,0.73,0.76,0.71,0.7,0.7,0.67,0.88,0.86,0.87,6.4,6.25,0.73
ob_836,3297,772696.0879,1621276.795,1366.51,7.22,7238,7.238,12,5.43,228.1492454,5.54,1,1,0,3,14.65124,-90.46825,7.323,7.196,2.68,4.5,4.05,8.87,5,0.93,0.07,1,0,7.78,8.29,1,0,0,0,1,0,0,0,0,2,1,sen_2501023,7.3308,7.2047,gc_zon_17,4.12,3.44,0.54,0.716006862,0.716006862,7.22,5.77,road_300m,5.06,0,1,0,0,0,0,0.02,0,0,0.8,11.85,3.18,3.09,3.76,3.61,3.64,3.76,0.12,0.27,0.04,0.06,0.07,0.11,0.14,0.73,10.97,2.4,1.95,2.83,2.64,2.83,3,0.01,0.02,0,0,0.02,0.01,0,0.8,0.58,0.87,0.88,0.79,0.82,0.8,0.79,3.87,4.69,5.35,6.3,6.94,8.2,0.72,0.71,0.7,0.68,0.67,0.66,0.79,0.77,0.79,6.11,6.1,0.55
ob_864,1158,762760.6549,1614975.049,2270.25,7.73,7441,7.441,12,5.1,164.0219073,5.38,1,1,0,4,14.5953,-90.56106,7.356,7.448,2.68,4.51,4.09,8.45,5,0.68,0.32,0,0,8.07,7.37,0,1,0,0,1,0,0,0,0,2,0,sen_2304122,7.3589,7.4344,gc_zon_11,3.77,3.11,0.57,0.768267051,0.768267051,7.73,5.3,road_200m,3.85,1,1,0.12,0.4,0.11,0,0.07,0,0,0.88,12.08,3.43,2.77,2.89,3.22,2.83,3.22,0.35,0.55,0.17,0.31,0.24,0.47,0.43,0.8,11.14,2.48,2.08,1.95,2.71,1.79,2.48,0.2,0.45,0.13,0.1,0.12,0.15,0,0.85,0.69,0.82,0.9,0.91,0.85,0.92,0.87,4.08,5.05,5.81,6.83,7.37,8.35,0.83,0.81,0.8,0.76,0.76,0.72,0.9,0.85,0.88,6.55,6.29,0.82
ob_1137,3421,773534.024,1618063.404,1361.11,7.22,8706,8.706,14,5.3,200.33681,4.93,1,1,1,0,14.62213,-90.46081,7.246,7.409,2.68,4.5,3.49,8.52,5,0.97,0.03,0,0,7.37,9.08,1,0,0,0,1,0,0,0,0,3,2,sen_2501073,7.2432,7.4324,gc_zon_16,4.14,3.41,0.54,0.716006862,0.716006862,7.22,5.83,road_300m,6.97,0,1,0.04,0.2,0,0,0,0,0,0.74,11.56,4.09,3.5,3.14,3.93,2.64,3.93,0.05,0.09,0.02,0.04,0.03,0.05,0,0.66,10.76,3.09,2.71,2.48,3.18,1.61,3.14,0.04,0.2,0,0,0,0,0,0.74,0.43,0.68,0.82,0.89,0.74,0.93,0.75,3.02,3.66,4.4,4.87,5.65,7.73,0.81,0.77,0.76,0.75,0.72,0.7,0.73,0.69,0.73,5.77,5.81,0.39
ob_831,2960,771202.1861,1613893.606,4061.48,8.31,7219,7.219,12,6.4,601.8450379,5.64,1,1,0,2,14.5847,-90.48287,7.442,7.422,2.68,4.51,4.16,10.47,5,0.44,0.56,0,0,9.9,8.63,0,0,0,0,1,0,0,0,0,3,3,sen_2405091,7.4379,7.4135,gc_zon_15,3.82,2.81,0.58,0.786038431,0.786038431,8.31,6.04,road_400m,5.56,0,1,0.07,0.2,0.01,0,0,0.13,0,0.8,11.68,3.33,3.14,3.58,3.43,2.71,3.71,0.09,0.18,0.07,0.06,0.07,0.05,0,0.78,10.93,2.3,1.79,2.56,2.4,1.39,2.77,0.08,0.19,0.05,0.03,0.04,0.08,0,0.79,0.53,0.84,0.89,0.81,0.85,0.94,0.79,3.58,4.18,4.69,5.47,6.36,8.15,0.77,0.78,0.76,0.73,0.72,0.7,0.81,0.83,0.82,6.12,6.11,0.6
ob_459,3280,772762.5713,1614353.766,1362.02,7.22,5654,5.654,10,6.56,706.2716946,6.33,1,0,0,3,14.5887,-90.46835,7.324,7.434,2.68,4.51,2.43,10.02,4,0.88,0.12,0,0,9.08,8.29,1,0,0,0,1,0,0,0,0,3,2,sen_3002025,7.2806,7.4094,gc_zon_16,4.42,3.46,0.48,0.616074402,0.616074402,7.22,6.34,road_500m~,6.16,0,0,0,0,0,0,0,0,0,0.63,11.03,3.99,4.16,3.53,4.26,4.14,4.25,0.03,0,0,0.12,0,0.05,0,0.59,10.61,2.64,3.09,2.77,3.3,3.14,3.22,0,0,0,0.01,0,0.01,0,0.62,0.27,0.72,0.64,0.83,0.64,0.68,0.66,3.07,3.4,3.95,4.71,5.3,7.78,0.86,0.82,0.82,0.78,0.76,0.75,0.62,0.62,0.62,5.29,5.74,0.26
ob_374,3548,773875.0055,1616782.983,806.73,6.69,5369,5.369,10,5.3,200.33681,5.4,1,1,0,3,14.61053,-90.45778,7.211,7.445,2.68,4.5,3.14,9.26,5,0.97,0.03,0,0,8.47,9.39,1,0,0,0,1,0,0,0,0,3,2,sen_2505021,7.1901,7.4023,gc_zon_16,4.71,3.7,0.41,0.506817785,0.506817785,6.69,7.1,road_500m~,6.94,0,0,0.01,0,0,0.06,0,0,0,0.48,10.33,4.57,4.39,4.17,4.6,4.36,4.6,0,0,0,0.02,0,0,0,0.45,10.08,3.14,3.4,3,3.56,3.4,3.53,0.01,0,0,0.06,0,0,0,0.48,0.13,0.48,0.56,0.69,0.5,0.6,0.52,4.02,4.5,4.66,4.56,5.15,7.47,0.84,0.78,0.75,0.67,0.66,0.64,0.48,0.49,0.48,4.43,5.39,0.11
ob_265,3513,773849.8856,1605602.123,928.34,6.83,5027,5.027,10,5.92,372.4117139,5.85,1,1,0,2,14.50954,-90.45917,7.227,6.555,2.67,4.5,1.59,6.46,4,0.93,0.07,0,0,6.68,8.47,0,0,0,0,0,0,0,0,1,3,0,sen_3005052,7.1725,6.4749,frai_1,4.51,3.79,0.46,0.584073985,0.584073985,6.83,6.35,road_500m~,6.81,0,0,0.01,0,0,0.06,0,0,0,0.59,10.5,3.87,3.26,4.53,4.3,4.17,4.6,0.04,0.09,0,0.08,0.01,0,0,0.45,9.6,2.94,1.95,3.71,3.56,3.47,3.78,0.01,0.01,0,0.06,0,0,0,0.58,0.15,0.74,0.86,0.53,0.62,0.66,0.51,3.32,3.4,3.78,4.63,5.41,7.55,0.86,0.8,0.81,0.76,0.75,0.71,0.6,0.51,0.59,4.95,5.17,0.18
ob_1006,3293,772825.9122,1618437.435,3399.1,8.13,8286,8.286,13,4.79,120.3013687,5.16,1,1,0,5,14.62558,-90.46734,7.314,7.393,2.68,4.5,3.64,9.52,5,0.97,0.03,0,0,7.78,8.98,1,0,0,0,1,0,0,0,0,3,2,sen_2501061,7.3486,7.3778,gc_zon_16,4.06,3.28,0.55,0.733253018,0.733253018,8.13,4.65,road_100m,6.75,0,1,0.05,0.2,0.01,0,0,0,0,0.77,11.64,4.03,3.33,2.89,3.83,2.48,3.83,0.05,0.09,0.02,0.04,0.03,0.05,0,0.7,10.88,2.94,2.48,2.2,3.04,1.95,3,0.05,0.2,0.01,0,0,0,0,0.77,0.48,0.7,0.85,0.92,0.77,0.94,0.78,3.24,4.06,4.65,5.06,5.91,7.81,0.9,0.83,0.85,0.82,0.77,0.76,0.76,0.74,0.76,5.87,5.98,0.43
ob_659,2959,771214.3392,1613574.902,4058.38,8.31,6608,6.608,11,5.03,152.9330127,5.44,1,0,0,4,14.58182,-90.48279,7.442,7.41,2.68,4.51,4.2,10.48,5,0.44,0.56,0,0,9.81,8.47,0,0,0,0,1,0,0,0,0,3,3,sen_2405093,7.444,7.4047,gc_zon_15,3.76,2.84,0.58,0.786038431,0.786038431,8.31,5.47,road_200m,4.32,0,1,0.03,0,0.04,0,0,0.13,0,0.83,11.76,3.22,2.56,3.43,3.33,1.79,3.61,0.13,0.27,0.11,0.06,0.12,0.11,0,0.8,11,2.4,1.39,2.4,2.4,1.1,2.64,0.09,0.15,0.08,0.03,0.07,0.11,0,0.81,0.55,0.84,0.94,0.84,0.85,0.97,0.82,3.65,4.23,4.77,5.56,6.41,8.14,0.83,0.86,0.86,0.82,0.81,0.78,0.85,0.84,0.84,6.19,6.11,0.62
ob_849,79,757524.586,1620198.583,1556.12,7.35,7339,7.339,12,4.91,135.6394144,5.22,1,1,0,2,14.64299,-90.60912,6.698,7.275,2.68,4.51,4.07,10.8,5,0.81,0.19,0,0,6.68,8.07,0,0,0,0,0,1,0,0,0,1,0,sen_2602135,6.7505,7.2841,mix_7,4.27,3.43,0.51,0.665291195,0.665291195,7.35,6.38,road_500m~,6.04,0,0,0,0,0,0,0,0,0,0.7,11.39,3.64,3.69,3.93,3.93,3.74,4.09,0.07,0.18,0.01,0.06,0.02,0.05,0,0.62,10.58,2.64,2.71,3.09,3.18,2.77,3.14,0.01,0.03,0.01,0.01,0,0.01,0,0.69,0.37,0.79,0.77,0.73,0.73,0.78,0.7,2.89,3.83,4.74,5.93,6.67,8.23,0.84,0.78,0.8,0.76,0.76,0.73,0.72,0.68,0.71,5.94,5.95,0.48
ob_388,337,759237.0512,1616962.165,849,6.74,5413,5.413,10,5.34,208.5127103,5.64,1,1,0,3,14.61359,-90.59355,6.962,7.438,2.68,4.51,4.28,7.24,4,0.89,0.11,0,0,0,9.51,0,0,0,0,0,1,0,0,0,1,0,sen_2608032,6.932,7.4247,mix_8,4.18,3.59,0.52,0.68202765,0.68202765,6.74,5.69,road_200m,5.09,0,1,0.01,0,0.03,0,0.02,0,0,0.78,11.56,3.69,2.71,3.26,3.83,2.83,4.01,0.12,0.36,0.05,0.08,0.05,0.05,0,0.62,10.45,3.04,1.79,2.94,3.4,1.79,3.3,0.02,0.04,0.04,0.01,0.02,0.01,0,0.76,0.42,0.77,0.92,0.86,0.75,0.92,0.72,3.86,4.61,5.19,5.88,6.32,7.99,0.82,0.77,0.76,0.75,0.73,0.67,0.81,0.69,0.79,6.15,5.85,0.56
ob_643,1958,766154.368,1615870.774,2317.6,7.75,6565,6.565,11,5.52,249.6350372,5.1,1,1,0,5,14.60306,-90.52949,7.538,7.452,2.68,4.51,4.02,6.59,4,0.59,0.41,0,0,8.07,0,0,1,0,0,1,0,0,0,0,0,2,sen_2403023,7.5332,7.4351,gc_zon_13,3.03,2.23,0.64,0.896480879,0.896480879,7.75,1.63,road_100m,0,0,1,0.22,0.2,0.43,0.06,0.07,0.38,0,0.93,12.27,3.18,3.26,2.2,2.08,2.3,3.04,0.68,0.82,0.93,0.16,0.55,0.95,0.43,0.89,11.45,2.2,2.3,1.1,1.39,1.95,1.95,0.41,0.45,0.63,0.1,0.26,0.61,0,0.91,0.89,0.87,0.84,0.96,0.96,0.93,0.91,4.92,6.06,6.82,7.69,8.03,8.47,0.85,0.84,0.86,0.88,0.88,0.9,0.93,0.91,0.92,6.62,6.46,0.9
ob_496,584,760647.6025,1610927.422,719.13,6.58,5732,5.732,10,5.48,239.8467074,4.88,1,1,0,3,14.55894,-90.58106,7.138,7.258,2.68,4.51,4.39,9.24,5,0.72,0.28,0,0,0,8.07,0,0,0,0,0,0,0,1,0,1,0,sen_2705155,7.1558,7.2598,nuev_1,4.26,3.54,0.5,0.648721271,0.648721271,6.58,6.09,road_400m,5.63,0,0,0,0,0,0,0,0,0,0.71,11.44,4.06,3.4,3.43,3.95,3.66,4.09,0,0,0,0,0.01,0,0,0.54,10.36,3.18,2.71,3.09,3.4,2.94,3.3,0,0,0,0,0,0,0,0.67,0.37,0.66,0.8,0.79,0.69,0.77,0.68,3.65,4.02,4.24,5.08,6.1,7.87,0.79,0.77,0.76,0.72,0.71,0.68,0.74,0.61,0.7,6.02,5.77,0.49
ob_653,2527,769145.8224,1616667.373,2177.14,7.69,6591,6.591,11,5.69,295.8936206,5.56,1,1,0,4,14.60996,-90.50166,7.533,7.446,2.68,4.51,4.06,7.27,4,0.7,0.3,1,0,10.08,8.07,0,0,0,0,1,0,0,0,0,3,3,sen_2405023,7.5318,7.434,gc_zon_15,3.49,2.57,0.62,0.858928042,0.858928042,7.69,5.01,road_100m,0.69,0,1,0.08,0,0.06,0.06,0.02,0.38,0,0.88,12.07,3.4,3.14,3.04,3.04,1.95,2.94,0.35,0.55,0.49,0.16,0.12,0.42,0,0.83,11.27,2.48,2.4,2.2,2.08,1.1,1.79,0.16,0.16,0.19,0.09,0.05,0.39,0,0.86,0.73,0.83,0.85,0.89,0.9,0.97,0.92,4.16,4.61,5.21,6.62,7.21,8.23,0.85,0.83,0.79,0.78,0.75,0.71,0.88,0.85,0.87,6.42,6.26,0.74
ob_486,3337,772862.3401,1612074.268,2131.09,7.66,5716,5.716,10,6.39,595.8565797,5.99,1,1,0,4,14.5681,-90.46766,7.317,7.332,2.68,4.5,2.98,10.43,5,0.46,0.54,0,0,8.29,9.16,0,0,0,0,0,0,0,0,1,3,0,sen_3002035,7.3072,7.353,cat_1,3.97,3.2,0.54,0.716006862,0.716006862,7.66,5.62,road_200m,4.77,0,1,0.05,0.2,0.01,0,0,0,0,0.74,11.5,3.33,3.26,4.01,3.58,3.66,4.11,0.08,0.18,0.06,0.06,0.02,0.05,0,0.68,10.54,2.08,1.95,3.09,2.77,2.64,3.22,0.06,0.19,0.04,0.03,0.01,0.03,0,0.71,0.39,0.86,0.87,0.69,0.79,0.79,0.67,4.07,4.56,5.1,5.65,6.29,7.85,0.85,0.85,0.81,0.79,0.78,0.73,0.75,0.75,0.75,5.94,5.95,0.51
ob_982,1902,766012.9023,1613213.449,2159.65,7.68,8207,8.207,13,5.97,391.5056707,5.2,1,1,0,3,14.57907,-90.53107,7.534,7.398,2.68,4.51,4.12,9.16,5,0.68,0.32,0,0,9.39,0,0,1,0,0,1,0,0,0,0,0,2,sen_2403034,7.5355,7.3797,gc_zon_13,3.4,2.63,0.62,0.858928042,0.858928042,7.68,6.35,road_500m~,6.01,0,1,0.02,0,0,0,0.03,0,0.25,0.85,12.02,3.47,3.53,3.18,2.77,3.14,3.04,0.04,0,0.02,0,0.1,0.05,0.14,0.77,11.08,2.48,2.48,2.4,2.2,2.3,2.4,0.02,0,0.01,0,0.06,0.02,0,0.82,0.67,0.82,0.8,0.87,0.91,0.87,0.89,3.58,4.14,4.71,5.99,6.84,8.2,0.86,0.81,0.84,0.81,0.8,0.76,0.85,0.8,0.84,6.4,6.13,0.7
ob_1033,1026,762437.0508,1612778.59,2348.77,7.76,8372,8.372,13,5.8,330.2995599,5.36,1,1,0,3,14.57549,-90.56428,7.327,7.379,2.68,4.51,4.41,7.6,5,0.89,0.11,0,0,7.37,7.37,0,0,0,0,0,0,0,1,0,1,0,sen_2707023,7.3201,7.3809,nuev_1,4.17,3.17,0.54,0.716006862,0.716006862,7.76,6.23,road_500m~,5.4,0,0,0.11,0.4,0.05,0.06,0,0,0,0.73,11.63,3.83,3.66,3.81,3.95,3.76,3.83,0.03,0.09,0.02,0.04,0.01,0,0,0.67,10.9,2.94,2.77,2.64,2.94,2.56,2.77,0.1,0.37,0.04,0.06,0,0,0,0.72,0.47,0.75,0.78,0.78,0.74,0.79,0.78,4.08,4.53,4.81,5.81,6.69,8.16,0.84,0.87,0.84,0.82,0.8,0.77,0.74,0.71,0.74,6.14,6.06,0.57
ob_936,2739,770255.5928,1615258.129,3349.06,8.12,8066,8.066,13,6.46,639.0610566,5.81,1,0,0,2,14.59712,-90.49151,7.493,7.45,2.68,4.51,4.23,9.67,5,0.44,0.56,0,0,10.29,8.63,0,0,0,0,1,0,0,0,0,3,3,sen_2405071,7.4875,7.4377,gc_zon_15,3.88,2.94,0.57,0.768267051,0.768267051,8.12,5.4,road_200m,4.97,0,1,0.01,0,0.02,0.06,0,0,0,0.81,11.8,3.56,3.09,3.22,3.58,3.22,3.56,0.16,0.27,0.13,0.1,0.08,0.26,0,0.79,11.09,2.3,1.95,1.95,2.64,2.3,2.48,0.1,0.15,0.08,0.08,0.05,0.15,0,0.8,0.57,0.83,0.88,0.89,0.81,0.86,0.84,3.3,4.08,4.85,5.94,6.8,8.15,0.7,0.64,0.68,0.67,0.67,0.66,0.82,0.82,0.82,6.18,6.08,0.6
ob_968,1890,766062.7603,1609310.58,948.67,6.86,8163,8.163,13,4.66,105.6360822,4.72,1,1,0,3,14.54381,-90.531,7.534,7.098,2.68,4.51,3.73,2.82,3,0.64,0.36,0,0,6.68,6.68,0,0,0,0,0,0,0,1,0,1,0,sen_2803072,7.5317,7.1455,vica_1,4.13,3.3,0.53,0.698932309,0.698932309,6.86,6.29,road_500m~,4.37,0,1,0.05,0.2,0.02,0,0,0,0,0.68,11.46,4.04,3.5,4.16,3.95,3.81,4.11,0.1,0.36,0.01,0,0,0.11,0.14,0.54,10.38,3.26,2.4,3.43,3.18,2.89,3.5,0.07,0.26,0.02,0,0,0.04,0,0.63,0.37,0.64,0.81,0.62,0.7,0.75,0.63,2.54,2.97,3.77,4.77,5.28,7.54,0.59,0.57,0.57,0.57,0.57,0.57,0.69,0.58,0.65,5.84,5.58,0.4
ob_185,344,759331.3009,1618949.107,1198.45,7.09,4731,4.731,9,5.13,169.017118,5.24,1,1,0,4,14.63153,-90.59248,6.978,7.36,2.68,4.51,4.39,8.13,5,0.7,0.3,0,0,6.68,8.07,0,0,0,0,0,1,0,0,0,1,0,sen_2607014,6.9981,7.3474,mix_2,4.04,3.29,0.54,0.716006862,0.716006862,7.09,5.4,road_200m,4.2,0,1,0.05,0.2,0.03,0,0.02,0,0,0.79,11.69,3.04,3.3,3.78,3.61,3.33,3.83,0.29,0.55,0.08,0.55,0.05,0.21,0.14,0.69,10.76,2.3,2.48,2.89,3,2.48,2.94,0.13,0.3,0.05,0.17,0.03,0.06,0,0.76,0.49,0.87,0.83,0.77,0.78,0.85,0.77,2.88,3.55,4.73,6.24,6.97,8.2,0.84,0.78,0.76,0.77,0.77,0.74,0.81,0.75,0.79,6.23,6.08,0.61
ob_70,3206,772624.6945,1607838.126,734.82,6.6,4287,4.287,8,5.39,219.2033856,5.51,1,1,0,4,14.52986,-90.4703,7.342,6.907,2.68,4.51,2.3,8.81,4,0.82,0.18,0,0,7.78,8.76,0,0,0,0,0,0,0,0,1,3,0,sen_3001073,7.3291,6.9332,cat_1,4.41,3.64,0.47,0.599994193,0.599994193,6.6,3.82,road_100m,0,0,0,0,0,0,0,0,0,0,0.62,10.77,3.66,3.47,4.43,4.17,4.03,4.5,0.03,0,0.03,0.06,0.05,0,0,0.52,9.95,2.56,2.3,3.56,3.37,3.26,3.64,0,0,0,0.01,0.01,0,0,0.6,0.2,0.79,0.83,0.56,0.65,0.69,0.54,3.48,4.14,4.73,5.83,6.26,7.69,0.81,0.86,0.86,0.85,0.84,0.79,0.63,0.58,0.62,5.25,5.51,0.25
ob_286,3024,771583.6261,1617120.552,1570.38,7.36,5108,5.108,10,5.9,365.0374679,5.42,1,1,0,0,14.61381,-90.479,7.415,7.438,2.68,4.51,3.58,3.99,3,0.89,0.11,0,0,8.76,8.88,1,0,0,0,1,0,0,0,0,3,2,sen_2406033,7.4614,7.4226,gc_zon_16,4.13,3.4,0.54,0.716006862,0.716006862,7.36,5.93,road_300m,6.19,0,0,0,0,0,0,0,0,0,0.74,11.54,3.76,3.47,3.5,3.91,3.69,3.91,0,0,0.01,0,0,0,0,0.66,10.91,3.09,2.71,2.4,3.18,2.56,3.14,0,0,0,0,0,0,0,0.73,0.43,0.76,0.82,0.84,0.74,0.8,0.75,2.71,3.03,4,5.39,6.26,7.8,0.86,0.77,0.74,0.74,0.75,0.75,0.73,0.67,0.72,5.76,5.82,0.39
