unique,hex_id,x_meter,y_meter,lv,ln_lv,ID_raw,ID,year,plt_ar,plot_area_raw,cst_ar,use,reg,corner,pot,y,x,f_x,f_y,ln_y,ln_x,pop_dens,nivelaca,estrat,puweight,prweight,slum,waste,flats,condos,dev,mat,det,reintro,mun,west,north,south,east,condo_seg,flat_seg,cod_sen,sen_x,sen_y,cod_adm,pucbd,prcbd,ln_cbd,cbd,cbd_norm,ln_lv,d_mroad,dum_mroad,d_hnach,prox_tmst,prox_bus,pumicro,pugrocerie,puban_res,puparks,puschools,puclinics,pumarkets,pumacro,pujobs,puxl_mal,puxl_groc,puuniv,pucult,puhosp,puxl_sport,prmicro,prgrocerie,prban_res,prparks,prschools,prclinics,prmarkets,prmacro,prjobs,prxl_mal,prxl_groc,pruniv,prcult,prhosp,prxl_sport,micro,groceries,ban_res,parks,schools,clinics,markets,macro,jobs,xl_mal,xl_groc,univ,cult,hosp,xl_sport,int_08,int_15,int_25,int_50,int_75,int_n,nach_08,nach_15,nach_25,nach_50,nach_75,nach_n,pumacssx,prmacssx,macssx,puint_grav,print_grav,int_grav
ob_532,322,759269.9641,1612428.294,405.77,6.01,5842,5.842,10,6.34,566.7963114,4.91,1,1,0,3,14.57263,-90.59369,6.959,7.363,2.68,4.51,3.89,6.06,4,0.85,0.15,0,0,0,8.07,0,0,0,0,0,1,0,0,0,1,0,sen_2608103,6.9777,7.3529,mix_8,4.54,3.73,0.45,0.568312185,0.568312185,6.01,5.21,road_100m,7.24,0,0,0,0,0,0,0,0,0,0.59,10.88,4.38,3.87,3.89,4.32,4.13,4.42,0.01,0,0,0,0.02,0.05,0,0.48,10.24,3.43,2.83,3.18,3.56,3.04,3.47,0,0,0,0,0,0.01,0,0.58,0.22,0.55,0.73,0.74,0.6,0.68,0.59,3.76,4.19,4.65,5.01,5.47,7.75,0.81,0.79,0.73,0.66,0.64,0.63,0.6,0.52,0.59,5.36,5.43,0.26
ob_1030,3957,775733.6083,1608055.456,1060.74,6.97,8361,8.361,13,6.11,450.3387152,4.97,1,0,0,2,14.53151,-90.44145,6.993,6.931,2.68,4.5,2.31,7.44,4,0.93,0.07,0,0,6.68,8.76,0,0,0,0,0,0,0,0,1,3,0,sen_3005034,7.0284,7.0551,frai_1,4.47,3.64,0.47,0.599994193,0.599994193,6.97,6.51,road_500m~,6.22,0,0,0,0,0,0,0,0,0,0.59,10.6,3.81,3.76,4.5,4.26,4.11,4.56,0.04,0.09,0.01,0.06,0.02,0,0,0.5,9.88,2.56,2.56,3.56,3.37,3.26,3.64,0,0.01,0,0,0,0,0,0.58,0.17,0.76,0.77,0.55,0.64,0.68,0.53,3.39,3.73,4.6,5.73,6.18,7.63,0.85,0.82,0.81,0.8,0.79,0.75,0.59,0.57,0.59,5.08,5.44,0.2
ob_1118,1120,762709.4988,1623334.699,1520.71,7.33,8626,8.626,14,4.9,134.2897797,5.23,1,1,0,3,14.67082,-90.5607,7.36,6.952,2.69,4.51,3.96,4.15,3,0.94,0.06,0,0,6.68,7.37,0,0,0,0,0,1,0,0,0,1,0,sen_2605164,7.3494,7.034,mix_4,4.66,3.67,0.42,0.521961556,0.521961556,7.33,5.55,road_200m,5.07,0,1,0,0,0,0,0,0,0,0.65,11.69,4.3,3.97,4.13,4.38,3.74,4.43,0.06,0,0.01,0.18,0,0.11,0.14,0.52,10.16,3.26,2.89,3.18,3.37,2.48,3.43,0,0,0,0.01,0,0.01,0,0.64,0.49,0.6,0.71,0.7,0.6,0.79,0.59,3.21,3.57,4.3,5.71,6.3,7.9,0.81,0.76,0.73,0.71,0.71,0.69,0.67,0.62,0.67,6.19,6.01,0.59
ob_1214,1217,763213.2835,1614387.657,1648.13,7.41,8889,8.889,14,4.98,145.4743817,5.56,1,1,0,1,14.58995,-90.55692,7.392,7.438,2.68,4.51,3.96,8.85,5,0.74,0.26,0,0,8.07,7.37,0,1,0,0,1,0,0,0,0,2,2,sen_2305124,7.3815,7.4288,gc_zon_12,3.84,2.92,0.58,0.786038431,0.786038431,7.41,4.96,road_100m,4.47,1,1,0.11,0.4,0.11,0,0.02,0,0,0.84,12.03,3.66,3.18,3.22,3.5,3.22,3.33,0.25,0.27,0.13,0.22,0.12,0.53,0.43,0.77,11.11,2.64,2.4,2.2,2.64,2.08,2.4,0.15,0.37,0.11,0.06,0.04,0.14,0,0.82,0.69,0.79,0.85,0.88,0.83,0.88,0.87,3.56,4.72,5.74,6.84,7.36,8.32,0.79,0.73,0.75,0.73,0.71,0.69,0.86,0.83,0.85,6.47,6.34,0.79
ob_425,1862,765788.5111,1615907.757,2208.12,7.7,5562,5.562,10,5.28,196.3698754,5.28,1,1,0,4,14.60343,-90.53288,7.528,7.452,2.68,4.51,4.03,3.9,3,0.59,0.41,0,0,7.37,0,0,1,0,0,1,0,0,0,0,0,2,sen_2403012,7.5286,7.4387,gc_zon_13,3.38,2.25,0.63,0.877610579,0.877610579,7.7,5.32,road_200m,3.53,0,1,0.05,0,0.05,0,0.09,0.13,0,0.91,12.22,3.26,3.43,2.4,2.64,2.4,3.09,0.5,0.55,0.78,0.14,0.29,0.74,0.43,0.89,11.41,2.2,2.3,1.39,1.61,1.61,1.95,0.23,0.22,0.35,0.06,0.17,0.38,0,0.9,0.87,0.86,0.82,0.95,0.94,0.94,0.91,4.88,5.9,6.69,7.52,7.91,8.42,0.82,0.83,0.82,0.81,0.81,0.78,0.91,0.91,0.91,6.57,6.46,0.88
ob_1099,2901,771068.398,1613512.398,2921.8,7.98,8562,8.562,14,5.28,196.3698754,5.31,1,0,0,5,14.58127,-90.48415,7.451,7.408,2.68,4.51,4.26,11.04,5,0.59,0.41,0,0,9.77,8.47,0,0,0,0,1,0,0,0,0,3,3,sen_2405094,7.4589,7.4122,gc_zon_15,3.62,2.68,0.6,0.8221188,0.8221188,7.98,3.65,road_100m,0,0,1,0.12,0.4,0.06,0,0,0.13,0,0.87,11.91,3,2.4,3.22,3.09,1.39,3.43,0.15,0.27,0.13,0.08,0.15,0.16,0,0.83,11.07,2.08,1.1,2.3,2.2,0.69,2.56,0.13,0.35,0.08,0.03,0.06,0.14,0,0.85,0.62,0.89,0.95,0.87,0.89,0.98,0.84,4.34,4.89,5.28,5.95,6.78,8.33,0.88,0.85,0.85,0.83,0.84,0.9,0.89,0.88,0.88,6.34,6.23,0.7
ob_774,1999,766554.7106,1611970.593,3576.43,8.18,6979,6.979,12,6.11,450.3387152,6.46,1,1,0,3,14.56779,-90.52617,7.546,7.33,2.68,4.51,4.26,9.81,5,0.56,0.44,0,0,9.32,0,0,1,0,0,1,0,0,0,0,0,2,sen_2404014,7.5394,7.3247,gc_zon_13,3.52,2.47,0.62,0.858928042,0.858928042,8.18,5.19,road_100m,2.89,0,1,0.03,0,0.01,0,0.02,0.13,0.25,0.82,11.9,3.37,3.4,3.64,3.4,2.3,3.76,0.15,0.27,0.13,0.06,0.12,0.16,0.14,0.77,11.05,2.4,2.4,2.71,2.2,1.39,2.89,0.09,0.12,0.06,0.03,0.06,0.14,0,0.8,0.63,0.83,0.82,0.79,0.86,0.95,0.77,3.18,3.7,4.51,5.58,6.53,8.18,0.81,0.8,0.79,0.77,0.75,0.72,0.83,0.8,0.82,6.29,6.13,0.65
ob_996,1170,762974.3817,1618858.549,2197.54,7.7,8242,8.242,13,5.09,162.3898621,5.09,1,1,0,4,14.63036,-90.55869,7.377,7.367,2.68,4.51,4.24,8.79,5,0.52,0.48,0,0,7.78,6.68,0,1,0,0,1,0,0,0,0,0,1,sen_2301122,7.3582,7.3647,gc_zon_7,3.66,2.87,0.59,0.803988415,0.803988415,7.7,4.84,road_100m,4.04,0,1,0.19,0.2,0.23,0.29,0.02,0.25,0,0.89,12.05,2.77,2.4,3.26,2.94,2.48,3.33,0.53,0.64,0.25,0.92,0.32,0.63,0.14,0.87,11.22,1.39,1.1,2.3,1.95,1.39,2.3,0.35,0.41,0.24,0.59,0.16,0.43,0,0.88,0.73,0.93,0.95,0.86,0.91,0.95,0.87,4.38,5.31,6.1,7.25,7.83,8.34,0.85,0.84,0.84,0.83,0.81,0.77,0.92,0.93,0.93,6.54,6.45,0.87
ob_666,252,758779.4846,1619453.574,1051.92,6.96,6630,6.63,11,5.48,239.8467074,5.28,1,1,0,5,14.63614,-90.59755,6.898,7.329,2.68,4.51,4.31,3.83,5,0.7,0.3,0,0,6.68,8.07,0,0,0,0,0,1,0,0,0,1,0,sen_2602124,6.9159,7.3251,mix_7,3.95,3.26,0.55,0.733253018,0.733253018,6.96,1.52,road_100m,0,0,1,0.13,0.4,0.03,0.18,0.02,0,0,0.82,11.82,2.89,3.18,3.58,3.47,3.14,3.71,0.29,0.55,0.07,0.47,0.13,0.21,0.14,0.71,10.82,2.2,2.4,2.83,2.94,2.4,2.89,0.18,0.44,0.04,0.26,0.05,0.06,0,0.79,0.54,0.89,0.85,0.8,0.81,0.87,0.79,3.91,4.64,5.61,6.63,7.26,8.38,0.87,0.85,0.83,0.86,0.87,0.84,0.85,0.78,0.83,6.39,6.18,0.71
ob_999,1262,763524.168,1606615.32,909.33,6.81,8259,8.259,13,4.79,120.3013687,5.01,1,0,0,3,14.51971,-90.55481,7.408,6.742,2.68,4.51,4.52,8.58,5,0.95,0.05,0,0,0,6.68,0,0,0,0,0,0,0,1,0,1,0,sen_2806013,7.4111,6.8184,pet_1,4.23,3.67,0.52,0.68202765,0.68202765,6.81,5.97,road_300m,5.04,0,0,0.05,0.2,0.01,0,0,0,0,0.73,11.59,4.06,3.3,3.95,3.61,3.74,3.83,0.05,0.18,0.01,0,0.03,0,0,0.53,10.36,2.94,2.3,3.61,3.14,3.43,3.04,0.05,0.2,0.01,0,0,0,0,0.72,0.44,0.69,0.86,0.73,0.81,0.77,0.78,3.79,4.36,5.32,6.02,6.43,7.9,0.83,0.78,0.75,0.72,0.72,0.68,0.74,0.58,0.73,6.07,5.55,0.51
ob_353,1911,765831.8604,1615787.561,2183.77,7.69,5316,5.316,10,5.17,175.9148375,4.88,1,1,0,3,14.60234,-90.53249,7.529,7.453,2.68,4.51,4.04,6.59,4,0.59,0.41,0,0,8.07,0,0,1,0,0,1,0,0,0,0,0,2,sen_2403023,7.5332,7.4351,gc_zon_13,3.2,2.2,0.64,0.896480879,0.896480879,7.69,5.39,road_200m,4.91,0,1,0.16,0.2,0.26,0.06,0.07,0.25,0,0.91,12.21,3.33,3.4,1.95,2.3,2.56,3.04,0.44,0.45,0.72,0.14,0.33,0.53,0.43,0.89,11.4,2.2,2.2,1.1,1.1,1.79,1.95,0.28,0.3,0.44,0.09,0.17,0.36,0,0.9,0.85,0.85,0.84,0.97,0.96,0.93,0.91,4.69,5.86,6.69,7.57,7.94,8.43,0.79,0.76,0.77,0.77,0.75,0.73,0.91,0.91,0.91,6.56,6.41,0.86
ob_262,3179,772112.6025,1617344.53,1369.28,7.22,5012,5.012,10,5.29,198.3434254,5.8,1,0,1,4,14.61578,-90.47407,7.376,7.432,2.68,4.51,3.55,7.32,4,0.89,0.11,0,0,8.07,9.24,1,0,0,0,1,0,0,0,0,3,2,sen_2406032,7.3846,7.4236,gc_zon_16,3.98,3.32,0.56,0.7506725,0.7506725,7.22,6.97,road_500m~,0,0,1,0.02,0,0.01,0.06,0.05,0,0,0.79,11.75,3.93,3.14,2.48,3.74,3,3.71,0.05,0.09,0.02,0.04,0.07,0.05,0,0.69,10.8,3,2.56,1.39,3.09,2.4,3.04,0.03,0.01,0.01,0.06,0.05,0.01,0,0.78,0.52,0.72,0.86,0.95,0.78,0.89,0.79,3.18,4.2,4.92,5.36,6.1,7.81,0.79,0.8,0.82,0.84,0.81,0.82,0.78,0.73,0.78,5.99,5.95,0.49
ob_319,3228,772397.3314,1616268.288,2064.97,7.63,5213,5.213,10,5.08,160.7740559,5.37,1,0,0,3,14.60603,-90.47154,7.354,7.451,2.68,4.51,3.56,3.47,5,0.89,0.11,0,0,8.98,9.16,1,0,0,0,1,0,0,0,0,3,2,sen_2406042,7.3706,7.4367,gc_zon_16,4.09,3.59,0.54,0.716006862,0.716006862,7.63,7.01,road_500m~,0,0,1,0.01,0,0,0,0.07,0,0,0.75,11.62,4.06,3.4,2.71,3.87,3.3,3.87,0.03,0,0.01,0.1,0.05,0,0,0.58,10.55,2.94,3.14,2.08,3.43,2.94,3.4,0.02,0,0,0.01,0.07,0,0,0.74,0.44,0.69,0.81,0.93,0.74,0.85,0.75,3.74,4.31,4.64,5.26,5.73,7.72,0.88,0.85,0.86,0.83,0.81,0.81,0.75,0.61,0.73,5.85,5.6,0.42
ob_949,4124,776437.5709,1608847.197,1353.47,7.21,8104,8.104,13,4.84,126.4693517,5.05,1,1,0,3,14.53859,-90.43484,6.89,7.031,2.68,4.5,2.31,7.44,4,0.93,0.07,0,0,0,8.88,0,0,0,0,0,0,0,0,1,3,0,sen_3005034,7.0284,7.0551,frai_1,4.34,3.69,0.5,0.648721271,0.648721271,7.21,6.2,road_400m,5.83,0,0,0,0,0,0,0.02,0,0,0.66,10.95,3.53,3.47,4.37,4.08,3.5,4.44,0.04,0.09,0.01,0.04,0.04,0,0,0.5,9.8,2.71,2.64,3.61,3.43,2.83,3.69,0.01,0.01,0,0,0.02,0,0,0.65,0.23,0.82,0.82,0.6,0.69,0.83,0.57,3.51,4,4.81,5.78,6.23,7.66,0.86,0.79,0.77,0.74,0.73,0.69,0.67,0.56,0.66,5.43,5.38,0.28
ob_630,3291,772792.589,1617656.56,2462.05,7.81,6525,6.525,11,5.25,190.5662685,5.47,1,1,0,2,14.61853,-90.46773,7.318,7.423,2.68,4.5,3.6,8.52,5,0.97,0.03,0,0,8.07,9.16,1,0,0,0,1,0,0,0,0,3,2,sen_2501072,7.3019,7.4041,gc_zon_16,4.37,3.69,0.5,0.648721271,0.648721271,7.81,6.67,road_500m~,5.78,0,0,0,0,0,0,0,0,0,0.64,11.2,4.33,3.89,3.5,4.2,3.83,4.2,0.04,0.09,0.02,0.02,0.03,0.05,0,0.51,10.31,3.14,3.33,2.48,3.56,3.09,3.5,0,0,0,0,0,0,0,0.64,0.3,0.59,0.73,0.84,0.66,0.77,0.67,3.73,4.15,4.21,5.04,5.37,7.7,0.89,0.86,0.77,0.69,0.68,0.66,0.63,0.53,0.63,5.36,5.39,0.26
ob_552,3370,773091.8373,1623761.134,778.93,6.66,5923,5.923,11,5.08,160.7740559,4.71,1,1,1,3,14.67364,-90.46432,7.284,6.91,2.69,4.5,4.16,8.21,5,0.58,0.42,0,0,7.37,7.78,1,0,0,0,1,0,0,0,0,1,1,sen_2503072,7.2918,6.9127,gc_zon_18,4.27,3.61,0.47,0.599994193,0.599994193,6.66,5.68,road_200m,5.15,0,1,0,0,0,0,0.02,0,0,0.74,11.67,3.53,3.47,3.97,3.83,3.85,3.95,0.05,0.09,0,0,0.07,0.05,0.14,0.59,10.75,2.94,2.77,3.22,3.09,3.18,3.33,0.02,0.04,0,0,0.04,0.02,0,0.68,0.46,0.76,0.77,0.68,0.73,0.69,0.68,3.59,4.5,5.17,5.93,6.31,7.96,0.78,0.74,0.73,0.7,0.7,0.68,0.73,0.62,0.68,5.92,5.81,0.46
ob_436,2137,767083.4857,1621405.084,1672.62,7.42,5586.3,5.5863,10,5.3,200.33681,5.3,1,1,0,2,14.65296,-90.52031,7.554,7.178,2.68,4.51,4.2,9.09,5,0.78,0.22,0,0,8.29,8.07,0,0,1,0,1,0,0,0,0,0,0,sen_110013,7.5471,7.1759,gc_zon_3,3.96,3.17,0.56,0.7506725,0.7506725,7.42,6.01,road_400m,5.99,0,1,0,0,0,0,0,0,0,0.82,12.02,3.71,3.66,3.33,3.37,3.14,3.58,0.28,0.27,0.18,0.14,0.48,0.37,0.29,0.76,11.15,2.71,2.71,2.4,2.3,2.08,2.64,0.06,0.06,0.04,0.03,0.11,0.08,0,0.81,0.69,0.77,0.77,0.86,0.86,0.89,0.83,3.32,4.35,5.32,6.61,7.35,8.24,0.73,0.69,0.69,0.67,0.67,0.65,0.82,0.8,0.81,6.34,6.25,0.7
ob_599,1544,764598.7041,1609782.968,604.47,6.4,6387,6.387,11,5.3,200.33681,4.64,1,1,0,3,14.54822,-90.54453,7.476,7.149,2.68,4.51,4.16,4.42,5,0.93,0.07,0,0,6.68,6.68,0,0,1,0,1,0,0,0,0,0,0,sen_2307125,7.4794,7.1095,gc_zon_21,4.15,3.34,0.54,0.716006862,0.716006862,6.4,5.44,road_200m,6.03,0,0,0.02,0,0,0,0.03,0,0.25,0.73,11.68,4.08,3.85,3.85,3.43,3.61,3.71,0.08,0.09,0.02,0,0.13,0.11,0.29,0.57,10.7,3.33,3.14,3.09,2.4,2.94,3.22,0.02,0.01,0,0,0.04,0.01,0,0.72,0.49,0.67,0.73,0.77,0.85,0.81,0.79,3.94,4.59,5.13,5.42,6.04,8.11,0.8,0.82,0.83,0.82,0.78,0.74,0.73,0.61,0.72,6.05,5.83,0.51
ob_260,3468,773592.6544,1611754.703,2709.68,7.9,5000,5,10,6.34,566.7963114,6.08,1,1,0,4,14.56514,-90.46092,7.247,7.31,2.68,4.5,3.21,5.64,4,0.46,0.54,0,0,8.07,8.98,0,0,0,0,0,0,0,0,1,3,0,sen_3002031,7.2436,7.3164,cat_1,4.08,3.26,0.53,0.698932309,0.698932309,7.9,4.47,road_100m,0,0,1,0.01,0,0.01,0,0.02,0,0,0.72,11.39,3.26,3.18,4.11,3.74,3.81,4.2,0.11,0.27,0.06,0.08,0.03,0.11,0,0.65,10.48,2.3,2.2,3.14,2.83,2.71,3.26,0.06,0.15,0.04,0.04,0.02,0.06,0,0.68,0.36,0.85,0.85,0.66,0.77,0.76,0.64,3.58,4.45,5.08,5.79,6.39,7.83,0.82,0.82,0.83,0.84,0.84,0.82,0.74,0.72,0.73,5.84,5.91,0.48
ob_1195,2699,769866.4013,1619066.59,2208.66,7.7,8847,8.847,14,5.46,235.0974244,5.12,1,1,0,4,14.63156,-90.49473,7.508,7.36,2.68,4.51,3.93,9.06,5,0.79,0.21,1,0,8.63,6.68,0,0,1,0,1,0,0,0,0,1,1,sen_105015,7.5042,7.3543,gc_zon_5,3.66,2.98,0.59,0.803988415,0.803988415,7.7,0.47,road_100m,6.1,0,1,0.08,0.2,0.03,0.06,0,0.13,0,0.86,12.11,3.61,3.09,3.58,3.3,2.4,3.3,0.25,0.27,0.17,0.1,0.45,0.21,0.43,0.79,11.31,2.71,2.4,2.83,2.56,1.79,2.56,0.12,0.22,0.06,0.07,0.09,0.14,0,0.84,0.75,0.79,0.86,0.81,0.86,0.94,0.86,4.17,5.16,5.81,6.79,7.32,8.24,0.8,0.81,0.85,0.81,0.79,0.74,0.85,0.79,0.84,6.4,6.19,0.72
ob_1172,1370,763664.2681,1620351.616,2139.66,7.67,8788,8.788,14,5.2,181.2722419,4.65,1,1,0,2,14.64378,-90.55214,7.428,7.268,2.68,4.51,4.14,9.11,5,0.94,0.06,0,0,7.78,8.07,0,1,0,0,1,0,0,0,0,0,1,sen_2302092,7.4183,7.2698,gc_zon_7,4.07,3.31,0.55,0.733253018,0.733253018,7.67,5.14,road_100m,6.07,0,0,0.01,0,0,0.06,0,0,0,0.83,11.94,3.3,3.22,3.64,3.5,3.22,3.04,0.25,0.36,0.13,0.47,0.12,0.21,0,0.74,11.11,2.64,2.48,2.83,2.83,2.3,2.56,0.03,0.02,0.01,0.08,0.01,0.01,0,0.82,0.63,0.85,0.86,0.81,0.83,0.88,0.9,3.37,4.59,5.72,6.72,7.44,8.19,0.77,0.75,0.74,0.73,0.73,0.7,0.84,0.76,0.84,6.38,6.12,0.71
ob_1199,4239,777152.1645,1609265.986,1408.97,7.25,8851,8.851,14,4.98,145.4743817,5.37,1,1,1,3,14.5423,-90.42817,6.776,7.079,2.68,4.5,2.64,10.62,5,0.93,0.07,0,0,0,8.76,0,0,0,0,0,0,0,0,1,3,0,sen_3003044,6.752,7.1122,pin_1,4.33,3.71,0.5,0.648721271,0.648721271,7.25,5.24,road_100m,3.37,0,1,0,0,0,0,0,0,0,0.67,10.98,3.5,3.43,4.36,4.06,3.26,4.43,0.06,0.09,0.02,0.06,0.05,0.05,0.14,0.5,9.76,2.77,2.71,3.64,3.47,2.4,3.71,0,0.01,0,0,0,0,0,0.66,0.24,0.82,0.83,0.61,0.7,0.87,0.58,3.89,4.62,4.92,5.71,6.21,7.68,0.84,0.85,0.85,0.83,0.81,0.76,0.68,0.56,0.67,5.48,5.37,0.29
ob_362,3578,774041.5788,1605531.187,1007.9,6.92,5340,5.34,10,6.18,482.9919564,5.77,1,1,1,2,14.50888,-90.4574,7.207,6.542,2.67,4.5,1.48,6.46,4,0.93,0.07,0,0,6.68,8.47,0,0,0,0,0,0,0,0,1,3,0,sen_3005052,7.1725,6.4749,frai_1,4.55,3.81,0.45,0.568312185,0.568312185,6.92,6.5,road_500m~,7.09,0,0,0,0,0,0,0,0,0,0.57,10.36,3.93,3.37,4.57,4.34,4.22,4.62,0.03,0.09,0,0.02,0.01,0,0,0.43,9.54,3,2.08,3.74,3.58,3.5,3.81,0,0.01,0,0,0,0,0,0.56,0.13,0.72,0.85,0.51,0.6,0.64,0.49,3.09,3.06,3.58,4.39,5.23,7.49,0.82,0.73,0.71,0.69,0.68,0.66,0.58,0.49,0.57,4.83,5.1,0.16
ob_1087,138,758026.8616,1620705.353,1783.44,7.49,8516,8.516,14,5.49,242.2572069,5.4,1,0,0,4,14.64752,-90.60441,6.783,7.233,2.68,4.51,4.17,9.97,5,0.88,0.12,0,0,6.68,8.07,0,0,0,0,0,1,0,0,0,1,0,sen_2602104,6.8241,7.2418,mix_7,4.34,3.5,0.5,0.648721271,0.648721271,7.49,4.68,road_100m,3.87,0,0,0,0,0,0,0,0,0,0.69,11.31,3.78,3.66,3.89,4.04,3.76,4.17,0.09,0.36,0,0.02,0,0.05,0,0.59,10.48,2.77,2.71,3.18,3.22,2.89,3.22,0.01,0.04,0,0,0,0.01,0,0.68,0.34,0.76,0.78,0.75,0.7,0.78,0.68,4.11,4.45,4.78,5.66,6.4,8.14,0.86,0.86,0.87,0.83,0.81,0.77,0.71,0.65,0.7,5.88,5.89,0.44
ob_572,1227,763272.5109,1617399.386,2863.19,7.96,6077,6.077,11,5.2,181.2722419,5.51,1,1,0,4,14.61715,-90.55607,7.398,7.428,2.68,4.51,4.17,8.5,5,0.54,0.46,0,0,8.07,0,0,1,0,0,1,0,0,0,0,2,0,sen_2304164,7.3835,7.415,gc_zon_11,3.84,3.03,0.57,0.768267051,0.768267051,7.96,5.08,road_100m,3.09,0,1,0.1,0.2,0.11,0.06,0,0.13,0,0.87,11.97,3.09,2.56,3.04,2.77,2.77,3.5,0.49,0.64,0.31,0.55,0.24,0.74,0.43,0.78,11.17,2.64,2.48,1.95,2.77,1.61,2.71,0.28,0.4,0.2,0.29,0.11,0.41,0,0.83,0.64,0.83,0.86,0.9,0.85,0.93,0.82,3.94,4.89,5.89,7.1,7.63,8.28,0.83,0.79,0.79,0.77,0.75,0.72,0.9,0.81,0.86,6.47,6.22,0.75
ob_1039,1962,766159.2007,1617110.714,1519.17,7.33,8385,8.385,13,5.58,265.0716058,5.21,1,0,0,4,14.61426,-90.52932,7.539,7.436,2.68,4.51,4.04,3.34,3,0.78,0.22,0,1,8.07,0,0,0,1,0,1,0,0,0,0,0,0,sen_109023,7.5348,7.4253,gc_zon_8,3.41,2.53,0.62,0.858928042,0.858928042,7.33,5.69,road_200m,4.87,1,1,0.06,0,0.11,0.06,0.05,0.13,0,0.91,12.29,3.33,3.5,2.2,2.77,2.89,2.83,0.53,0.55,0.78,0.14,0.42,0.68,0.71,0.88,11.45,2.4,2.4,1.39,1.79,1.95,1.95,0.17,0.12,0.26,0.08,0.13,0.25,0,0.9,0.91,0.85,0.82,0.96,0.92,0.91,0.92,5.61,6.18,6.8,7.71,8,8.43,0.84,0.86,0.86,0.84,0.83,0.78,0.91,0.9,0.91,6.61,6.48,0.9
ob_1101,327,759342.9245,1613888.074,1100.42,7,8569,8.569,14,5.34,208.5127103,5.4,1,1,0,4,14.58581,-90.59287,6.972,7.425,2.68,4.51,4,7.47,4,0.89,0.11,0,0,0,8.88,0,0,0,0,0,1,0,0,0,1,0,sen_2608094,6.9873,7.413,mix_8,4.3,3.6,0.5,0.648721271,0.648721271,7,2.97,road_100m,6.52,0,0,0,0,0,0,0.02,0,0,0.71,11.36,4.09,3.33,3.37,3.99,3.74,4.14,0.07,0.18,0.02,0.08,0.05,0,0,0.57,10.52,3.26,2.48,2.94,3.4,2.77,3.3,0.01,0.02,0,0.01,0.02,0,0,0.69,0.35,0.67,0.84,0.84,0.71,0.78,0.69,4.17,4.84,5.15,5.52,5.89,7.84,0.85,0.85,0.87,0.83,0.82,0.78,0.72,0.62,0.71,5.9,5.71,0.44
ob_935,2753,770167.6821,1619505.003,1266.84,7.14,8062,8.062,13,5.29,198.3434254,4.62,1,1,0,3,14.63549,-90.49189,7.495,7.334,2.68,4.51,3.87,9.03,5,0.79,0.21,0,0,8.47,0,0,0,1,0,1,0,0,0,0,1,1,sen_105041,7.4914,7.3259,gc_zon_5,3.75,3.03,0.59,0.803988415,0.803988415,7.14,4.9,road_100m,5.09,0,1,0.08,0.2,0,0.06,0,0.13,0.25,0.87,12.16,3.5,3.26,3.53,3.09,2.89,3.26,0.25,0.45,0.18,0.08,0.07,0.37,0.71,0.79,11.26,2.56,2.3,2.77,2.48,1.95,2.64,0.12,0.25,0.04,0.06,0.02,0.18,0,0.85,0.78,0.82,0.85,0.82,0.88,0.91,0.87,4.04,4.53,5.49,6.66,7.22,8.22,0.83,0.84,0.8,0.8,0.8,0.75,0.86,0.8,0.85,6.46,6.2,0.76
ob_707,212,758499.0218,1619780.484,1055.37,6.96,6766,6.766,12,5.09,162.3898621,5.29,1,1,0,4,14.63912,-90.60012,6.856,7.307,2.68,4.51,4.38,2.97,3,0.81,0.19,0,0,6.68,8.07,0,0,0,0,0,1,0,0,0,1,0,sen_2602113,6.8755,7.3002,mix_7,4.07,3.34,0.54,0.716006862,0.716006862,6.96,4.74,road_100m,0,0,1,0.08,0.2,0.01,0.06,0,0.13,0,0.79,11.68,3.26,3.09,3.53,3.66,3.33,3.87,0.12,0.27,0.02,0.2,0.05,0.05,0,0.67,10.72,2.4,2.56,2.94,3.04,2.64,3.04,0.08,0.21,0.01,0.09,0.01,0.11,0,0.77,0.48,0.86,0.86,0.81,0.78,0.85,0.76,3.91,4.55,5.3,6.38,6.97,8.25,0.83,0.85,0.84,0.84,0.83,0.79,0.82,0.73,0.8,6.26,6.08,0.63
ob_881,3329,773015.1879,1609577.265,883.64,6.78,7792,7.792,13,5.06,157.5905163,5.52,1,1,0,2,14.54553,-90.4665,7.306,7.118,2.68,4.5,2.3,9.99,4,0.89,0.11,0,0,8.29,9.32,0,0,0,0,0,0,0,0,1,3,0,sen_3001052,7.3245,7.1498,cat_1,4.62,3.76,0.43,0.537257524,0.537257524,6.78,6.75,road_500m~,7.02,0,0,0,0,0,0,0,0,0,0.51,9.86,4.08,4.04,4.64,4.44,4.32,4.7,0.02,0,0.01,0.06,0.03,0,0,0.44,9.78,2.89,2.71,3.69,3.53,3.43,3.76,0,0,0,0.01,0,0,0,0.5,0.09,0.69,0.69,0.48,0.56,0.61,0.45,2.32,2.25,3.51,4.4,5.37,7.49,0,0,0,0,0,0,0.52,0.49,0.51,4.48,5.23,0.12
